"426818","Top/Arts/Education","Education","\N","2","1","Information on learning opportunities in multiple disciplines of the arts. These include Visual Arts, Performing Arts, Music, Literary Arts, Design, Art History, Architecture and education for those who wish to become art teachers."
"391953","Top/Arts/Entertainment","Entertainment","\N","2","1","The Entertainment category is for sites that span more than one major medium, such as movies and television, or music and theater."
"381774","Top/Arts/Events","Events","\N","2","1","This category, <strong><a href='/Arts/Events'>Arts: Events</a></strong>, serves as an @link farm for event categories located throughout the Arts branch. Categories and sites may include, but not limited to: <ul> <li>Events</li> <li>Shows</li> <li>Competitions</li> <li>Conferences</li> <li>Conventions</li> <li>Exhibitions</li> <li>Festivals</li> <li>Seminars and Workshops</li> </ul>"
"382640","Top/Arts/Genres","Genres","\N","2","1","<p><b><i>Genre</b></i> is defined as a category of artistic, musical, or literary composition characterized by a particular style, form, or content. Sites listed in the this category cover multiply types of media and artistic styles. For example, sites about Sci Fi in literature, TV, film and visual arts are listed here. Sites discussing a genre limited to a single media or style should be listed under the specific media/type category. For example Sci Fi movies are categorized under <a href='/Arts/Movies/Genres/Science_Fiction_and_Fantasy/'>Science Fiction and Fantasy Movies</a>."
"412900","Top/Arts/Graphic_Design","Graphic_Design","\N","2","1","<p> Graphic design relates to the process whereby text, photos, illustrations and/or other graphic elements are presented in a way which communicates a message. It has to do with form <b>and</B> function in executing a concept.<p>"
"418000","Top/Arts/Humanities","Humanities","\N","2","1","This category lists academic and research resources for the study of the human condition, excluding the physical sciences."
"426664","Top/Arts/Illustration","Illustration","\N","2","1","Sites related to the art of illustration. Includes illustrators' sites, portfolios, stock sources, historic illustration and other resources."
"418074","Top/Arts/Literature","Literature","\N","2","1","<a href='/Arts/Literature'>Arts/Literature</a> includes links to websites dealing with a wide range of subjects and interests which span the entire length and breadth of the literary arts: webpages devoted to specific, recognized authors, sites on book-collecting, sites covering specific genres and types of literature, and even online editions of specific works by numerous recognized authors and poets of the past as well as no few of the present."
"427011","Top/Arts/Magazines_and_E-zines","Magazines_and_E-zines","\N","2","1",""
"382908","Top/Arts/Movies","Movies","\N","2","1","This category is for information on anything about movies, the motion-picture medium, or the film industry, including actors, actresses, filmmakers, and individual films."
"399418","Top/Arts/Music","Music","\N","2","1","Music is an art form consisting of sound and silence expressed through time. Elements of sound as used in music are pitch (including melody and harmony), rhythm (including tempo and meter), structure, and sonic qualities of timbre, articulation, dynamics, and texture. This category categorizes sites by musical style and instrument, as well as by topics such as bands and artists, composers, theory and history."
"381786","Top/Arts/News_and_Media","News_and_Media","\N","2","1","News, books and other information sources about the arts in general. Sites specific to one art form should be submitted to that category. Non-English-language sites should be submitted only within World."
"427521","Top/Arts/Online_Writing","Online_Writing","\N","2","1","This category is for Writing that exists exclusively online. It includes both Fiction and Non-Fiction Writing, as well as E-zines."
"418018","Top/Arts/Organizations","Organizations","\N","2","1","Information on international associations, collectives or groups whose primary purpose is to advocate, support, disseminate information on, or in some way further the Arts."
"395709","Top/Arts/People","People","\N","2","1","This category lists notable people involved in or associated with the various arts. Most people are listed in a category for their professional field. Only people who are noted for their attainment in more than one area of the arts are listed in Arts/People (other listings here are links to other categories in Arts)."
"413280","Top/Arts/Performing_Arts","Performing_Arts","\N","2","1","Arts, such as dance, drama, and music, that are performed before an audience. Performing arts are often those in which an individual interprets work created by others."
"391977","Top/Arts/Periods_and_Movements","Periods_and_Movements","\N","2","1","For genres, eras, styles, periods, or movements that cover multiple different types of art, including music, literature, drama, poetry, architecture, and visual arts."
"1009139","Top/Arts/Personal_Pages","Personal_Pages","\N","2","1","Collection of web pages about an individual or group and their interests. Please select the most relevant subcategory."
"412959","Top/Arts/Photography","Photography","\N","2","1","Arts/Photography is: <ul><li>for sites featuring <b>photographers (amateurs, semi-professionals, and professionals) or photography studios</b> and their work, abilities, and artistic skills. <li>for sites providing <b>information</b> about photographic equipment, techniques, and services.</ul> Arts/Photography is NOT: <ul><li>for sites <b>selling</b> equipment, products, or prints online. <li>for sites where professional and commercial photographers offer their <b>photographic services for hire</b> to clients. <li>for sites featuring photographic services which are available online (retouching, image manipulation, scanning, photofinishing, photo labs etc.)</ul>"
"417579","Top/Arts/Radio","Radio","\N","2","1","This category is for Radio and radio-related web sites only. No sites are listed in the main category - please select an appropriate subcategory for your site."
"423944","Top/Arts/Regional","Regional","\N","2","1","This category serves as a routing point made of shortcuts to the various and numerous regionally-specific categories on the Arts in general at the Open Directory Project."
"392913","Top/Arts/Television","Television","\N","2","1","This category is for information on anything about television and the television medium."
"427050","Top/Arts/Video","Video","\N","2","1","Sites relating to the production of videotaped films, including methods of production, and education in making videos."
"391996","Top/Arts/Visual_Arts","Visual_Arts","\N","2","1","This category is for listings of websites for the visual arts."
"381788","Top/Arts/Weblogs","Weblogs","\N","2","1","Weblogs are listed by the topic of the site. Do not submit or list sites here which have a topic focus or niche. Look for the most suitable category existing in Dmoz before you submit a weblog here. This category is for weblogs about the arts in general. There should not be a focus on any one kind or style of art. Or, weblogs which discuss several kinds of medium/ art for which a category does not already exist in the directory. Any blog with a focus on any one kind of art should NOT be submitted here."
"391942","Top/Arts/Web_Rings","Web_Rings","\N","2","1","This category is for the main page of a web rings that offer listings relevant to a broad area of Arts."
"382784","Top/Arts/Writers_Resources","Writers_Resources","\N","2","1","The Arts: Writers Resources category is for sites with resources and information about the art, craft and/or business of writing. This category includes, writing exercises, events, market listings, workshops, organizations, chat, publications, webrings, style guides and software. Here you will find information for fiction and non-fiction writers as well as young writers, songwriters, screenwriters and poets. Also freelancing and small/ self publishing. Please submit any original poetry, fiction and non-fiction to <a href='/Arts/Online_Writing/'>Arts: Online Writing</a>. Editing and proofreading services should be submitted to <a href='/Business: Business Services: Communications: Writing and Editing: Editing and Proofreading'>Business:...Editing and Proofreading</a>. Individual writers and their services should be submitted to <a href='/Business: Business Services: Communications: Writing and Editing: Writing'>Business:...Writing</a>. Business services should be submitted to <a href='/Business/Publishing_and_Printing/Publishing/Services/'>Business: Publishing and Printing: Publishing: Services</a>."
"271846","Top/Business/Accounting","Accounting","\N","2","1","This category contains sites pertaining to the accounting profession."
"273174","Top/Business/Aerospace_and_Defense","Aerospace_and_Defense","\N","2","1","<p>The <b>Aerospace and Defense</b> category comprises industries and establishments primarily engaged in one or more of the following:</p> <ul> <li>Development, manufacture, and distribution of civil and military aircraft, missiles, space vehicles, military equipment, and the auxiliary equipment, parts and supplies.</li> <li>Development, manufacture, and distribution of aerospace engines, propulsion units, and auxiliary equipment or parts.</li> <li> Development and production of aerospace and military product prototypes. </li> <li> Aircraft conversion (i.e., major modifications to systems). </li> <li> Complete aircraft or propulsion systems overhaul and rebuilding (i.e., periodic restoration of aircraft to original design specifications).</li> <li>Services that specifically support these industries (e.g., consulting, marketing, associations, etc.).<br> </li> </ul> <p>In general, the aerospace industry is engaged in the research, development, and manufacture of flight vehicles, ranging from unpowered gliders, sailplanes and lighter-than-air craft up though space vehicles. The term aerospace is derived from the words aeronautics and spaceflight.</p>"
"276330","Top/Business/Agriculture_and_Forestry","Agriculture_and_Forestry","\N","2","1","<p>The Agriculture and Forestry sector comprises industries engaged in growing crops, raising animals, harvesting timber, and harvesting fish and other animals from a farm, ranch, or their natural habitats. </p> <p> The companies in this sector are often described as farms, ranches, dairies, greenhouses, nurseries, orchards, or hatcheries. This sector includes supporting industries such as equipment, supplies, consulting and administrative services, etc. </p><br><i>(Source: This category description is based on the North American Industry Classification System (NAICS), 1997)</i>."
"278921","Top/Business/Arts_and_Entertainment","Arts_and_Entertainment","\N","2","1","The entertainment industry, or 'show business' as it is sometimes called, includes the motion picture, television, radio, music, theatre, and theme park industries. In addition, it includes the entertainment-related aspects of several other industries such as sports, fashion, and gaming."
"282625","Top/Business/Associations","Associations","\N","2","1","The <b>Business Associations</b> category only lists sites for trade associations which have global membership across multiple business industries. <p><b>Excluded</b> from this category are:</p> <ul> <li>Industry-specific associations are listed according to the <a href='/Business/'>industry which they serve</a>. For example, associations of real estate professionals are listed in <a href='/Business/Real_Estate/Associations/'>Business: Real Estate: Associations</a>.</li> <li>Regionally-specific associations (local, state/province, or national) are listed according to the <a href='/Regional/'>geographic area from which they draw their membership</a>. For example, a local chamber of commerce will be listed in the category for the town or city it serves.</li> </ul>"
"282628","Top/Business/Automotive","Automotive","\N","2","1","This category will list the companies that manufacture and support the manufacture of automotive products. Automotive is defined as vehicles that are self powered such as cars, trucks, racing cars, snowmobiles and motorcycles."
"280565","Top/Business/Biotechnology_and_Pharmaceuticals","Biotechnology_and_Pharmaceuticals","\N","2","1","Biotechnology refers to the use of cellular and molecular processes in drug discovery and manufacturing, research, and biologically engineered food production. <p> Pharmaceuticals include over-the-counter and prescription medications, vitamins and nutritional supplements. The term also covers drug delivery systems and diagnostic compounds."
"272055","Top/Business/Business_and_Society","Business_and_Society","\N","2","1","The Business and Society category contains sites which pertain to the interaction between businesses, organizations, and governmental bodies. Most sites in this category will focus on the social, economic, or environmental impact of businesses, while many will deal with ethics and social responsibility as it pertains to business."
"270591","Top/Business/Business_Services","Business_Services","\N","2","1","The <b>Business Services</b> sector broadly covers establishments and industries that provide professional and administrative support services to a variety of&nbsp; businesses (e.g. B2B) and organizations (e.g. B2G). In some cases, these companies also provide services to consumers, but providing services to other enterprises is their main focus.<br> <br> The common theme in this category are B2B industries where human capital is the major input. The companies classified in this sector sell expertise.<br> <br> The <b>Business Services </b>hierarchy is implicitly grouped into the following two areas.<br> <ol> <li><b>Professional, Scientific, and Technical Services</b>:&nbsp;These activities require a high degree of expertise and training. Much of the expertise requires academic degrees, though not in every case. Activities performed include: legal advice and representation; accounting, bookkeeping, and payroll services; architectural, engineering, and specialized design services; computer services; consulting services; information and research services; corporate communication services; translation and interpretation services; and other professional, scientific, and technical services.</li> <br> <li><b>Administrative Services</b>: Industries in this subsector include establishments engaged in activities that support the day-to-day operations of other organizations. The processes employed in this sector (e.g., clerical activities) are often integral parts of the activities of companies found in all sectors of the economy. The establishments classified in this subsector have specialized in one or more of these activities and can, therefore, provide services to clients in a variety of industries and, in some cases, to households. The individual industries of this subsector are defined on the basis of the particular process that they are engaged in and the particular services they provide."
"282213","Top/Business/Chemicals","Chemicals","\N","2","1","<p>The <b>Chemicals</b> category focuses on industries and companies engaged in chemical manufacturing, including: <ul> <li>Basic organic and inorganic chemical compounds, resins, additives, pigments, dyes, and petrochemicals which are generally used as raw materials for other chemical products,</li> <li>Intermediate and end products for both industrial and consumer use, including cleaning agents, adhesives and coatings, and agricultural chemicals,</li> <li>Synthesis of polymers and plastics, as well as companies which provide contract processing such as extrusion or molding,</li> <li>Support industries such as producers of chemical manufacturing equipment as well as associations, wholesalers, importers, and media companies focussing on chemical sectors</li> </ul> <b>Sites <u>not listed</u> in this category include:</b> <ul> <li>Topics related to <b>scientific or academic</b> aspects of either <b>chemistry</b> or <b>chemical engineering</b> are organized in <a href='/Science/Chemistry/'>Science: Chemistry</a> and <a href='/Science/Technology/Chemical_Engineering/'>Science: Technology: Chemical Engineering</a>, respectively.</li> <li><b>Pharmaceuticals</b> are listed in <a href='/Business/Biotechnology_and_Pharmaceuticals/Pharmaceuticals/'>Business: Biotechnology and Pharmaceuticals: Pharmaceuticals</a>.</li> </ul>"
"272062","Top/Business/Construction_and_Maintenance","Construction_and_Maintenance","\N","2","1","<p> The <b>Construction and Maintenance</b> sector category includes resources on industries and companies primarily engaged in the design and construction of buildings and other structures, heavy construction (e.g. such as highways, power plants, and pipelines), additions, alterations, reconstruction, installation, and maintenance and repairs.  Demolition or wrecking of buildings and other structures, clearing of building sites, and sale of materials from demolished structures are also included. Finally, industries and companies that manufacture and distribute construction supplies and equipment are included in this branch.<br> <p>This category also includes information resources covering these industries, such as associations, reference resources, news, etc.<br> <p><i>(Source: This category description is based on the North American Industry Classification System (NAICS), 1997).</i></p>"
"277889","Top/Business/Consumer_Goods_and_Services","Consumer_Goods_and_Services","\N","2","1","The <b>Consumer Goods and Services</b> sector category includes industries and companies focused on manufacturing, distributing and marketing finished products that will be used by the general public. Also included here are links to categories covering personal service industries and companies that provide services to the consumer market (note: most of the consumer services categories exist elsewhere in the ODP, and are represented here by @links). <ul> <li>Industries and companies focused on providing professional and administrative services primarily to other businesses are listed under <a href='/Business/Business_Services/'>Business/Business_Services</a>.</li> <li>Producers and supplies of the materials, substances, components, machinery and other industrial technology used in manufacturing goods are listed under <a href='/Business/Industrial_Goods_and_Services/'>Business/Industrial Goods and Services</a>.  However, producers and suppliers of materials, substances, components, machinery and other industrial technology used in the manufacture of <b>specific </b>consumer goods are listed under Consumer Goods and Services (e.g. a manufacture of  fans for use in home appliances; or water heaters for consumer as well as commercial use).</li> </ul>"
"276069","Top/Business/Cooperatives","Cooperatives","\N","2","1","Cooperatives (also called co-ops) are a form of business ownership that is practiced all over the world. The most common types of cooperatives are worker-owned and consumer-owned. Most cooperatives adhere to seven principles: <ul> <li>Voluntary and Open Membership</li> <li>Democratic Member Control</li> <li>Member Economic Participation</li> <li>Autonomy and Independence</li> <li>Education, Training and Information</li> <li>Co-operation among Co-operatives</li> <li>Concern for Community</li> </ul><div class='co_ops'> <p>Co-ops include:</p> <p><a href='/Business/Agriculture_and_Forestry/Cooperatives/'>Agricultural:</a> farms, feed suppliers, and seed banks.</p> <p><a href='/Business/Cooperatives/Computer_and_Internet/'>Computer and Internet:</a> ISPs, web hosting, and computer design collectives </p> <p><a href='/Business/Energy_and_Environment/Electricity/Cooperatives/'>Energy:</a> utility companies and power providers </p> <p><a href='/Business/Financial_Services/Cooperatives/'> Financial:</a> banks, <a href='/Business/Financial_Services/Banking_Services/Credit_Unions/'>credit unions</a>, investors, insurers, and mortgage brokers </p> <p><a href='/Business/Food_and_Related_Products/Cooperatives/'>Food Cooperatives:</a> health-food stores and bulk food sharing programs </p> <p><a href='/Business/Real_Estate/Residential/Cooperatives/'> Housing:</a> housing cooperatives and intentional communities. </p> <p><a href='/Arts/Visual_Arts/Collectives/'>Visual Arts:</a> groups of artists, both living and working together. </p> </div>"
"281358","Top/Business/Customer_Service","Customer_Service","\N","2","1","The Customer Service category is a directory of resource sites containing information related to the broad field of customer service (including customer satisfaction, technical support, etc.). This category will contain a combination of informational sites broadly related to customer service theory and its practical application, of interest to customer service related professionals in all industries and occupations. It will also contain resource listings of practitioners (companies, governmental, academic) engaged in some aspect of customer service (consulting, facilitation, training, etc.). Check subdirectories for specific topics."
"272060","Top/Business/Directories","Directories","\N","2","1","The <b>Business Directories</b> category only lists business directories which span more than a single continent and cover multiple business industries. <p><b>Excluded</b> from this category are:</p> <ul> <li>Industry-specific directories are listed according to the <a href='/Business/'>industry which they cover</a>. For example, a directory of hospitality industry businesses would be listed in <a href='/Business/Hospitality/Directories/'>Business: Hospitality: Directories</a>.</li> <li>Regionally-specific business directories (local, state/province, or national) are listed according to the <a href='/Regional/'>geographic area which they cover</a>. For example, a state business directory would be listed in the category for the state it serves.</li> </ul>"
"273328","Top/Business/E-Commerce","E-Commerce","\N","2","1","E-Commerce, or electronic commerce, is defined as the conduct of business and financial transactions by electronic means. It is the use of Internet technologies to bring together customers, business, partners, suppliers and employees. This category focuses on the many aspects of conducting business using the Internet and the World Wide Web: Marketing, Strategy, Training, Research, Practice, and Services, among other topics that are related to Electronic Commerce."
"278679","Top/Business/Education_and_Training","Education_and_Training","\N","2","1","Broad category of Business covering Training as well as Schools. Category includes numerous areas of training and schools that businesses provide, ranging from Aviation to Zookeeping. See also <a href='/Reference/Education/'>Education</a> for formal education opportunities."
"274906","Top/Business/Electronics_and_Electrical","Electronics_and_Electrical","\N","2","1","<p>This <b>Electronics and Electrical</b> sector category includes industries and companies that manufacturer electronic and electrical components, equipment, and hardware, and manufacturers of materials, supplies, tools, components and equipment that are specific to the manufacture of electronics and electrical components. <p>Sites for industries and companies that manufacture, distribute and sell finished electronics and electrical products (e.g. home appliances, radios, TVs, etc.) are not listed here. <P>Only a few companies in the world qualify to be listed on the main page. Please submit the company's primary URL to the category that represents the company's primary focus."
"281516","Top/Business/Employment","Employment","\N","2","1","<p>The <b>Employment</b> category focuses on bringing employees and employers together. This includes resources and establishments engaged in one or more of the following disciplines:</p> <ul> <li>Recruitment and/or staffing services on behalf of employers</li> <li>Advice or assistance with preparation of resumes and portfolios</li> <li>Job search directories</li> <li>Career management</li> </ul> <b>Excluded</b> from this category are: <ul> <li>Individual job postings (i.e. the 'help wanted' section of an employer's website) are not listed in the Open Directory due to their inherent transient nature.</li> <li>Resumes/portfolios, recruiters and staffing services, and job search directories specific to an industry sector are listed according to the <a href='/Business/Employment/By_Industry/'>industry which they serve</a>.</li> <li>Agencies and individuals which offer local employment services and regionally-specific job boards are listed according to the <a href='/Business/Employment/By_Region/'>geographic area which they serve</a>.</li> <li>Topics related to the management and training of existing employees are organized in <a href='/Business/Human_Resources/'>Business: Human Resources</a>.</li> </ul>"
"282504","Top/Business/Energy","Energy","\N","2","1","<p>The <b>Energy</b> sector covers distinct, but increasingly interdependent industries.&nbsp; This category tree includes the following:</p><ul><li>Industries engaged in the electric power generation industry.</li><li>Industries engaged in oil and gas exploration, refining, storage, distribution, and marketing.</li><li>Providers of electric, water, and gas services (eg. utilities).</li><li>Industries developing renewable and alternative energy sources.</ul> <p>This category also includes information resources covering these industries, such as associations, reference resources, and news.<br />Please note that industries providing environmental protection, safety equipment, and services such as pollution control products, waste management, recycling operations, and waste-to-energy products, are listed in the <a href='/Business/Environment/'><b>Business: Environment</b></a> category tree.</p>"
"282418","Top/Business/Environment","Environment","\N","2","1","<p>The <b>Environment</b> sector covers distinct, but increasingly interdependent industries.  This category tree includes the following:</p><ul><li>Industries engaged in environmental protection, with products and services such as pollution control.</li><li>Industries developing and providing waste management, recycling operations, and conversion of waste to products for energy, such as incinerator pellets, to supply the <a href='/Business/Energy/Renewable/Biomass/'>Biomass Energy Industry</a>.</li><li>Industries developing and providing safety equipment.</ul> <p>This category also includes information resources covering these industries, such as associations, reference resources, and news.</p>"
"273681","Top/Business/Financial_Services","Financial_Services","\N","2","1","Includes banking, loan and credit categories. Please review the related categories below if you cannot find what you are looking for here."
"273468","Top/Business/Food_and_Related_Products","Food_and_Related_Products","\N","2","1","<p>The <b>Food and Related Products</b> sector category includes industries and companies engaged in transforming livestock and agricultural products into products for intermediate or final consumption. Also included are manufacturers and distributors of processing supplies and equipment, wholesalers, and services supporting industries in this sector, which include consulting, employment, marketing, associations, etc. Professional and industrial resources are also included.<br> <b>Sites generally <u>not listed</u> in this category include:</b> <ul> <li><b>Local retailers</b> (bakeries, for example) which serve a very limited geographic area are listed in the <a href='/Regional/'>Regional</a> category according to the city or town where they are located. <li><b>Retailers providing online shopping</b> are listed in <a href='/Shopping/Food/'>Shopping: Food</a>.</li> <li>Sites dealing with food and beverages as a <b>recreational interest</b> (history, humor, facts, etc.) are listed in <a href='/Recreation/Food/'>Recreation: Food</a>.</li> <li><b>Cooking and recipe</b> sites are listed in <a href='/Home/Cooking/'>Home: Cooking</a>.</li> <li><b>Scientific, research and technical</b> sites covering food science are listed in <a href='/Science/Technology/Food_Science/'>Science: Technology: Food Science</a>.</li> <li>Sites covering <b>human nutrition and dietary aspects</b> of food are listed in <a href='/Health/Nutrition/'>Health: Nutrition</a>.</li> <li>Industries engaged in <b>growing crops and raising livestock</b> are listed under <a href='/Business/Agriculture_and_Forestry/'>Business: Agriculture and Forestry</a>.</li> </ul>"
"280624","Top/Business/Healthcare","Healthcare","\N","2","1","The healthcare industry depends on an infrastructure of suppliers, distributors and management services."
"274660","Top/Business/Hospitality","Hospitality","\N","2","1","<p>The <b>Hospitality</b> sector category  is broadly defined to include industries and establishments offering customers with lodging and/or food services. Also included are establishments offering supplies and equipment, and services that support these industries. <p> Excluded from this sector are civic and social organizations, amusement and recreation parks, theaters, and other recreation or entertainment facilities and venues providing food and beverage services. <br> </p> <p>Also excluded from this sector are establishments that offer event planning and production services, which may include accommodation and food service activities.  Examples of companies in this sector include conference, exhibit, and meeting planners. Sites offering event planning services are listed under <a href='/Business/Business_Services/Event_Planning_and_Production/'>Business/Business_Services/Event_Planning_and_Production/</a><br> </p> <p>Sites for individual lodging establishments (e.g. hotels, motels, B&Bs, etc.) and individual restaurants, bars and nightclubs are listed in the <a href='/Regional/'>Regional</a> branch.  However, the Hospitality category does list sites for regional, national and international chains, corporations and holding companies.<br> </p>"
"274824","Top/Business/Human_Resources","Human_Resources","\N","2","1","Human Resources covers a range of topics, all dealing with the 'People' aspects of running a business. HR has 2 major components HRM (management of people) and HRD (learning and development for staff). Typically larger companies have their own HR department but may buy in specific services from a specialist firm. Smaller companies may opt to have all their HR managed by an external HR company. Business/Human_Resources contains sites for companies specializing in Human Resource services. This may be as an HR service provider to other companies or as a provider of advice/resources/consultancy to HR departments. It has been divided into several subcategories for companies specializing in a particular aspect of HR. Those offering a more general service can be found at the top level."
"277058","Top/Business/Industrial_Goods_and_Services","Industrial_Goods_and_Services","\N","2","1","<p>The Industrial Goods and Services category includes sites covering the following types of industries: <ul> <li>Producers and supplies of the materials, substances, components, machinery and other industrial technology used in manufacturing goods. <li>Producers and suppliers of industrial goods used by manufacturers (e.g. Industrial Supply). <li>Engineering and consulting services for manufacturing and allied industries. <li> Information resources on diversified manufacturing and allied industries. </ul>"
"273168","Top/Business/Information_Services","Information_Services","\N","2","1","The Information Services industry broadly includes those establishments that create, disseminate, or provide the means to distribute information. Specifically, the scope of this category includes companies that collect, retrieve, and deliver various types of information, including real-time data via online services, electronic transmission, the Internet, or other means."
"273404","Top/Business/Information_Technology","Information_Technology","\N","2","1","<p>This category is for sites about Information Technology, a term which refers to the use of a variety of computer and other technologies, and their associated business practices, to support efficient and effective business operations </p> <p><i>The editors reserve the right not to list your site, and to delete it after its addition. Multiple submissions, especially to inappropriate categories, will not be tolerated. </i></p>"
"278883","Top/Business/International_Business_and_Trade","International_Business_and_Trade","\N","2","1","<B>This category is for businesses and resources that deal with business and commerce between nations.</b> Businesses and resources that deal specifically with business within a country, should be found at that country's regional business category, for example: Regional/North_America/Canada/Business_and_Economy/ Individual importers', exporters', manufacturers' and industry specific sites are found as a subcategory of the industry such as Business/{IndustryName}/"
"281122","Top/Business/Investing","Investing","\N","2","1","<p align=center> <table bgcolor='#ffffcc' cellpadding=6 border='0'> <tr><td> <small>Before submitting your site, please review the <a href='/Business/desc.html'>Guidelines for Submitting a Site</a>.</small> </td></tr> </table> </p> Any investment related site may apply for placement here. Check subdirectories: Brokerages, Chats and Forums, Commodities, Companies, Day Trading, Games, International, Investment Guides, Managed futures, Mutual Funds, Options, Organizations, Publications, Retirement Planning, Socially Responsible, Software, Stocks, and so on. Please do not submit your site to more than one category. Please do not try to use different URL's to receive more than one listing. If you have a site pertaining to venture capital, please submit that to <a href=http://dmoz.org/Business/Financial_Services/Venture_Capital'>Business: Financial Services: Venture Capital</a>."
"272051","Top/Business/Major_Companies","Major_Companies","\N","2","1","<h3>Overview</h3><p>Although in the early years of ODP, there was an alphabetical listing of web sites for publicly traded and major privately held companies throughout the world as sub-categories here, as DMOZ developed all Business websites have been allocated to the appropriate industry sector, so the sub-categories here are redundant.</p><h3>Public Companies</h3><p>Sites for all public companies whose securities are traded on one of the world's major stock exchanges may be listed elsewhere in <a href='/Business/'><b>Business</b></a> and, so long as the information is included on the website, also in the appropriate sub-category of the locality of the Head Office in <a href='/Regional/'><b>Regional</b></a>.</p><h3>Private Companies and Other Types of Companies</h3><p>Major private companies and other major business enterprises should be selected from <i>objectively</i> published rankings, such as Hoover's 500, Forbes, and 500 Private.&nbsp; Do not list companies that appear on lists where the company must pay or apply to be listed (e.g. Inc. 500). <br>The tick number may be added at the end of the description is the listing in the Industry sector within the <a href='/Business/'><b>Business</b></a> category tree.</p>"
"278707","Top/Business/Management","Management","\N","2","1","The Management category is a directory of resource sites containing information related to the broad field of management. This category will contain a combination of informational sites broadly related to management theory and its application, of interest to managers and related professionals, and it will also contain listings of practitioners engaged in some aspect of management (companies, governmental, academic). Check subdirectories for specific topics."
"276085","Top/Business/Marketing_and_Advertising","Marketing_and_Advertising","\N","2","1","The <b>Marketing and Advertising</b> category comprises sub-industries and establishments engaged in one or more of the following: <ul> <li>Advertising in print, broadcast, interactive, or other media</li> <li>Branding and corporate identity design</li> <li>Creation and distribution of promotional items</li> <li>Internet marketing strategy and analysis</li> <li>Collection and analysis of market research</li> <li>Public relations activities</li> <li>Training and development of sales representatives</li> </ul> <b>Excluded</b> from this category are: <ul> <li>Agencies and individuals which offer advertising and marketing services to a specific industry sector. These are listed according to the <a href='/Business/'>industry which they serve</a>.</li> <li>Agencies and individuals which offer local services only are listed according to the <a href='/Regional/'>geographic area which they serve</a></li> <li>Companies which offer web design, promotion, and hosting services are listed only in <a href='/Computers/Internet/Web_Design_and_Development/'>Computers: Internet: Web Design and Development</a>.</li> </ul>"
"273072","Top/Business/Materials","Materials","\N","2","1","Materials are the raw stuff used in manufacturing and industry. Some examples are steel, fibers, glass, and plastics. This category lists manufacturers and distributors of raw materials."
